layer,step,ok,skipped,seconds,returncode,stdout,stderr
ml2,build_ds_harvest_start_ml2_v2,1,0,62.542,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_harvest_start_ml2_v2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_harvest_start_ml2_v2.err.log
ml2,train_harvest_start_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_harvest_start_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_harvest_start_ml2.err.log
ml2,apply_harvest_start_ml2,1,0,6.292,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_harvest_start_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_harvest_start_ml2.err.log
ml2,build_ds_harvest_horizon_ml2_v2,1,0,43.241,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_harvest_horizon_ml2_v2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_harvest_horizon_ml2_v2.err.log
ml2,train_harvest_horizon_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_harvest_horizon_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_harvest_horizon_ml2.err.log
ml2,apply_harvest_horizon_ml2,1,0,6.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_harvest_horizon_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_harvest_horizon_ml2.err.log
ml2,universe_harvest_grid_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__universe_harvest_grid_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__universe_harvest_grid_ml2.err.log
ml2,build_ds_tallos_curve_ml2_v2,1,0,1.421,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_tallos_curve_ml2_v2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_tallos_curve_ml2_v2.err.log
ml2,train_tallos_curve_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_tallos_curve_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_tallos_curve_ml2.err.log
ml2,apply_tallos_curve_ml2,1,0,4.973,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_tallos_curve_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_tallos_curve_ml2.err.log
ml2,build_ds_share_grado_ml2_v1,1,0,1.777,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_share_grado_ml2_v1.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_share_grado_ml2_v1.err.log
ml2,train_share_grado_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_share_grado_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_share_grado_ml2.err.log
ml2,apply_share_grado_ml2,1,0,7.127,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_share_grado_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_share_grado_ml2.err.log
ml2,build_ds_peso_tallo_ml2_v1,1,0,2.081,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_peso_tallo_ml2_v1.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_peso_tallo_ml2_v1.err.log
ml2,train_peso_tallo_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_peso_tallo_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_peso_tallo_ml2.err.log
ml2,apply_peso_tallo_ml2,1,0,10.795,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_peso_tallo_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_peso_tallo_ml2.err.log
ml2,build_ds_dh_poscosecha_ml2_v1,1,0,2.963,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_dh_poscosecha_ml2_v1.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_dh_poscosecha_ml2_v1.err.log
ml2,train_dh_poscosecha_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_dh_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_dh_poscosecha_ml2.err.log
ml2,apply_dh_poscosecha_ml2,1,0,9.457,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_dh_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_dh_poscosecha_ml2.err.log
ml2,build_ds_hidr_poscosecha_ml2_v1,1,0,5.781,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_hidr_poscosecha_ml2_v1.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_hidr_poscosecha_ml2_v1.err.log
ml2,train_hidr_poscosecha_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_hidr_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_hidr_poscosecha_ml2.err.log
ml2,apply_hidr_poscosecha_ml2,1,0,11.409,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_hidr_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_hidr_poscosecha_ml2.err.log
ml2,build_ds_desp_poscosecha_ml2_v1,1,0,3.037,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_desp_poscosecha_ml2_v1.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_desp_poscosecha_ml2_v1.err.log
ml2,train_desp_poscosecha_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_desp_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_desp_poscosecha_ml2.err.log
ml2,apply_desp_poscosecha_ml2,1,0,12.185,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_desp_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_desp_poscosecha_ml2.err.log
ml2,build_ds_ajuste_poscosecha_ml2_v1,1,0,2.241,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_ajuste_poscosecha_ml2_v1.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_ds_ajuste_poscosecha_ml2_v1.err.log
ml2,train_ajuste_poscosecha_ml2,1,1,0.000,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_ajuste_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__train_ajuste_poscosecha_ml2.err.log
ml2,apply_ajuste_poscosecha_ml2,1,0,19.523,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_ajuste_poscosecha_ml2.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__apply_ajuste_poscosecha_ml2.err.log
ml2,build_pred_tallos_ml2_full,1,0,1.207,0,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_pred_tallos_ml2_full.out.log,C:\Users\paul.loja\PYPROYECTOS\Data-LakeHouse\Data-LakeHouse\src\run_logs\run_20260220_104207\ml2__build_pred_tallos_ml2_full.err.log
